item1,item2,item3,value1,value2,value3,part_item1,part_item2,part_item3,part_value1,part_value2,part_value3,reward,agreement,text,convo.id
1,0,2,2,3,2,1,4,2,3,3,0,8,agree,"THEM: i do a lot of reading outside and could really use a book and a hat . <eos> YOU: that works , i could definitely put a hat and the basketballs to use . <eos> THEM: basketballs with hats on them are so cute . thanks <eos> YOU: <selection>",106
1,4,2,3,3,0,1,0,2,2,3,2,7,agree,"YOU: i do a lot of reading outside and could really use a book and a hat . <eos> THEM: that works , i could definitely put a hat and the basketballs to use . <eos> YOU: basketballs with hats on them are so cute . thanks <eos> THEM: <selection>",107
1,2,3,0,2,4,1,5,3,1,2,1,8,agree,"YOU: i'd like to have 2 balls , please . you can have the rest <eos> THEM: that sounds ok <eos> YOU: <selection>",108
1,5,3,1,2,1,1,2,3,0,2,4,8,agree,"THEM: i'd like to have 2 balls , please . you can have the rest <eos> YOU: that sounds ok <eos> THEM: <selection>",109
1,7,2,0,3,1,1,8,2,1,3,0,3,agree,"THEM: i'd like the two hats and the book . <eos> YOU: can i have the the book , one hat and one ball <eos> THEM: you can have the three balls and a hat but i need that book . <eos> YOU: i really need that book too , you take book i take the rest <eos> THEM: deal . i get the book you can have the rest . <eos> YOU: <selection>",110
1,8,2,1,3,0,1,7,2,0,3,1,8,agree,"YOU: i'd like the two hats and the book . <eos> THEM: can i have the the book , one hat and one ball <eos> YOU: you can have the three balls and a hat but i need that book . <eos> THEM: i really need that book too , you take book i take the rest <eos> YOU: deal . i get the book you can have the rest . <eos> THEM: <selection>",111
3,1,1,7,2,0,3,0,1,2,2,4,7,agree,"THEM: i would like hat and 2 balls <eos> YOU: i would like the hat , the rest to you <eos> THEM: i accept <eos> YOU: <selection>",112
3,0,1,2,2,4,3,1,1,7,2,0,8,agree,"YOU: i would like hat and 2 balls <eos> THEM: i would like the hat , the rest to you <eos> YOU: i accept <eos> THEM: <selection>",113
1,6,2,1,2,1,1,2,2,4,2,0,7,agree,"YOU: i like 1 book 1 hat and 1 ball <eos> THEM: i can offer 2 balls <eos> YOU: i really need that book more then balls <eos> THEM: i can offer the book and 1 ball <eos> YOU: ok , deal <eos> THEM: <selection>",114
1,2,2,4,2,0,1,6,2,1,2,1,8,agree,"THEM: i like 1 book 1 hat and 1 ball <eos> YOU: i can offer 2 balls <eos> THEM: i really need that book more then balls <eos> YOU: i can offer the book and 1 ball <eos> THEM: ok , deal <eos> YOU: <selection>",115
3,1,1,5,1,2,3,3,1,0,1,1,7,agree,THEM: i would like the books and the ball . <eos> YOU: i can give you the books . i need the hat and ball <eos> THEM: are you sure you split with the ball . . <eos> YOU: i need it and the hat <eos> THEM: okay - as long as i get the books thats fine . <eos> YOU: deal <eos> THEM: <selection>,116
3,3,1,0,1,1,3,1,1,5,1,2,9,agree,YOU: i would like the books and the ball . <eos> THEM: i can give you the books . i need the hat and ball <eos> YOU: are you sure you split with the ball . . <eos> THEM: i need it and the hat <eos> YOU: okay - as long as i get the books thats fine . <eos> THEM: deal <eos> YOU: <selection>,117
1,1,3,0,1,9,1,5,3,1,1,2,9,agree,YOU: you take the hats and i will take the book and the ball <eos> THEM: no deal . i want the book and the hats . <eos> YOU: okay <eos> THEM: <selection>,118
1,5,3,1,1,2,1,1,3,0,1,9,8,agree,THEM: you take the hats and i will take the book and the ball <eos> YOU: no deal . i want the book and the hats . <eos> THEM: okay <eos> YOU: <selection>,119
4,0,1,5,1,5,4,1,1,4,1,2,NA,agree,"THEM: what do you need ? <eos> YOU: i need the hat and ball you can have all the books <eos> THEM: that's not gonna work for me . i've got some flexibility , but not that . what else can you do ? <eos> YOU: why don't you make me an offer <eos> THEM: all books and the hat ? <eos> YOU: not gonna happen , i have no wiggle room i need the hat and the ball <eos> THEM: well then why would i make you an offer ? that's the same thing you said before ! <eos> YOU: that is my only offer <eos> THEM: then no . <eos> YOU: no deal <eos> THEM: <selection>",120
4,1,1,4,1,2,4,0,1,5,1,5,NA,agree,"YOU: what do you need ? <eos> THEM: i need the hat and ball you can have all the books <eos> YOU: that's not gonna work for me . i've got some flexibility , but not that . what else can you do ? <eos> THEM: why don't you make me an offer <eos> YOU: all books and the hat ? <eos> THEM: not gonna happen , i have no wiggle room i need the hat and the ball <eos> YOU: well then why would i make you an offer ? that's the same thing you said before ! <eos> THEM: that is my only offer <eos> YOU: then no . <eos> THEM: no deal <eos> YOU: <selection>",121
3,2,2,1,2,1,3,0,2,2,2,3,7,agree,YOU: i would all the books and one ball and one hat <eos> THEM: you can take all the books but i would like 2 balls at least and one hat <eos> YOU: ok i will take the 3 books and one hat <eos> THEM: cool done deal ! <eos> YOU: <selection>,122
3,0,2,2,2,3,3,2,2,1,2,1,8,agree,THEM: i would all the books and one ball and one hat <eos> YOU: you can take all the books but i would like 2 balls at least and one hat <eos> THEM: ok i will take the 3 books and one hat <eos> YOU: cool done deal ! <eos> THEM: <selection>,123
1,0,2,1,2,4,1,2,2,1,2,3,6,agree,"THEM: can i have balls ? you can have the rest . <eos> YOU: i need the balls as well . can we split the difference ? <eos> THEM: ok . can i have 1 ball , 1 hat , and 1 book ? <eos> YOU: i would need the ball and two hats in order to make it work and that is giving me a very low score <eos> THEM: ok . i can take 1 ball and the book . <eos> YOU: okay thank you ! <eos> THEM: <selection>",124
1,2,2,1,2,3,1,0,2,1,2,4,5,agree,"YOU: can i have balls ? you can have the rest . <eos> THEM: i need the balls as well . can we split the difference ? <eos> YOU: ok . can i have 1 ball , 1 hat , and 1 book ? <eos> THEM: i would need the ball and two hats in order to make it work and that is giving me a very low score <eos> YOU: ok . i can take 1 ball and the book . <eos> THEM: okay thank you ! <eos> YOU: <selection>",125
1,2,2,0,4,2,1,4,2,3,4,0,8,agree,"YOU: hi , can i have all the balls ? <eos> THEM: sure , deal <eos> YOU: <selection>",126
1,4,2,3,4,0,1,2,2,0,4,2,10,agree,"THEM: hi , can i have all the balls ? <eos> YOU: sure , deal <eos> THEM: <selection>",127
4,0,1,5,1,5,4,2,1,0,1,2,10,agree,THEM: if i can get the books you can have the rest <eos> YOU: deal ! <eos> THEM: <selection>,128
4,2,1,0,1,2,4,0,1,5,1,5,8,agree,YOU: if i can get the books you can have the rest <eos> THEM: deal ! <eos> YOU: <selection>,129
1,10,3,0,2,0,1,3,3,1,2,2,10,agree,"YOU: if i can have the book , you can have the rest <eos> THEM: okay that works ! thank you ! <eos> YOU: <selection>",130
1,3,3,1,2,2,1,10,3,0,2,0,7,agree,"THEM: if i can have the book , you can have the rest <eos> YOU: okay that works ! thank you ! <eos> THEM: <selection>",131
1,9,1,1,3,0,1,0,1,1,3,3,10,agree,THEM: i would like all the balls and the hat . <eos> YOU: can i have the book and the hat ? <eos> THEM: deal . <eos> YOU: <selection>,132
1,0,1,1,3,3,1,9,1,1,3,0,9,agree,YOU: i would like all the balls and the hat . <eos> THEM: can i have the book and the hat ? <eos> YOU: deal . <eos> THEM: <selection>,133
3,0,3,2,1,4,3,1,3,1,1,4,10,disagree,YOU: hi i would like the ball and hats and you can have the books <eos> THEM: give me atleast 2 hats then works for me otherwise i don't get anything cause i need the ball too <eos> YOU: sorry that wont work for me . no deal <eos> THEM: <selection>,134
3,2,1,2,2,1,3,0,1,4,2,3,6,agree,"YOU: i need the books and the hat <eos> THEM: eh everything really low for me i can give you the books <eos> YOU: i need the books and 1 ball <eos> THEM: that leave me with only few points , i really cant afford give up the balls or hat at all <eos> YOU: i will take the books , you take the rest <eos> THEM: <selection>",135
3,0,1,4,2,3,3,2,1,2,2,1,10,agree,"THEM: i need the books and the hat <eos> YOU: eh everything really low for me i can give you the books <eos> THEM: i need the books and 1 ball <eos> YOU: that leave me with only few points , i really cant afford give up the balls or hat at all <eos> THEM: i will take the books , you take the rest <eos> YOU: <selection>",136
3,0,1,0,1,10,3,2,1,2,1,2,10,agree,"YOU: hi , i need the ball . <eos> THEM: ok just the ball then <eos> YOU: yes , just the ball is enough for me . <eos> THEM: ok <eos> YOU: <selection>",137
3,2,1,2,1,2,3,0,1,0,1,10,8,agree,"THEM: hi , i need the ball . <eos> YOU: ok just the ball then <eos> THEM: yes , just the ball is enough for me . <eos> YOU: ok <eos> THEM: <selection>",138
1,1,1,6,3,1,1,8,1,2,3,0,4,disagree,"THEM: can i have the book and hat , you keep the balls ? <eos> YOU: that doesnt work for me <eos> THEM: hmm , need the book ; what's your offer ? <eos> YOU: i get the rest <eos> THEM: <selection>",139
1,8,1,2,3,0,1,1,1,6,3,1,8,disagree,"YOU: can i have the book and hat , you keep the balls ? <eos> THEM: that doesnt work for me <eos> YOU: hmm , need the book ; what's your offer ? <eos> THEM: i get the rest <eos> YOU: <selection>",140
3,0,1,2,2,4,3,1,1,1,2,3,2,agree,THEM: i'd like balls . you can have rest . <eos> YOU: sure <eos> THEM: <selection>,141
3,1,1,1,2,3,3,0,1,2,2,4,6,agree,YOU: i'd like balls . you can have rest . <eos> THEM: sure <eos> YOU: <selection>,142
1,10,1,0,3,0,1,6,1,1,3,1,NA,agree,"YOU: i would like the book and the hat . <eos> THEM: i'd like the book and a ball <eos> YOU: sorry , i need the book . <eos> THEM: same . i don't think i can make a deal without the book . you sure you can't take the hat and even all three balls ? <eos> YOU: positive . i can take the book and give you the rest even . that's the only option i have . <eos> THEM: honestly that's the only option i have as well . no deal . <eos> YOU: no problem . no deal then . <eos> THEM: i think we have to wait a moment for it to let us select no deal <eos> YOU: i think if we send a certain amount of messages it'll pop up . no deal . <eos> THEM: agreed , no deal <eos> YOU: <selection>",143
1,6,1,1,3,1,1,10,1,0,3,0,NA,agree,"THEM: i would like the book and the hat . <eos> YOU: i'd like the book and a ball <eos> THEM: sorry , i need the book . <eos> YOU: same . i don't think i can make a deal without the book . you sure you can't take the hat and even all three balls ? <eos> THEM: positive . i can take the book and give you the rest even . that's the only option i have . <eos> YOU: honestly that's the only option i have as well . no deal . <eos> THEM: no problem . no deal then . <eos> YOU: i think we have to wait a moment for it to let us select no deal <eos> THEM: i think if we send a certain amount of messages it'll pop up . no deal . <eos> YOU: agreed , no deal <eos> THEM: <selection>",144
2,4,1,0,2,1,2,2,1,6,2,0,6,agree,"YOU: i want the books and one ball <eos> THEM: i need the hat and at least one book <eos> YOU: ok , deal <eos> THEM: <selection>",145
2,2,1,6,2,0,2,4,1,0,2,1,8,agree,"THEM: i want the books and one ball <eos> YOU: i need the hat and at least one book <eos> THEM: ok , deal <eos> YOU: <selection>",146
2,3,2,2,3,0,2,1,2,1,3,2,8,agree,"YOU: i would like just 2 books and 1 hat <eos> THEM: and i can have 1 hat and 3 balls ? <eos> YOU: actually i would like 2 books and 2 hats ? <eos> THEM: no sorry , i dont mind the books but i need 1 hat <eos> YOU: ok ill keep 2 books and 1 hat u have the rest <eos> THEM: thanks <eos> YOU: <selection>",147
2,1,2,1,3,2,2,3,2,2,3,0,7,agree,"THEM: i would like just 2 books and 1 hat <eos> YOU: and i can have 1 hat and 3 balls ? <eos> THEM: actually i would like 2 books and 2 hats ? <eos> YOU: no sorry , i dont mind the books but i need 1 hat <eos> THEM: ok ill keep 2 books and 1 hat u have the rest <eos> YOU: thanks <eos> THEM: <selection>",148
2,2,1,6,3,0,2,2,1,0,3,2,8,agree,YOU: which items do you want ? <eos> THEM: the balls and a book <eos> YOU: how about you take two balls and one book and i'll take one ball one hat and one book ? <eos> THEM: deal <eos> YOU: <selection>,149
2,2,1,0,3,2,2,2,1,6,3,0,6,agree,THEM: which items do you want ? <eos> YOU: the balls and a book <eos> THEM: how about you take two balls and one book and i'll take one ball one hat and one book ? <eos> YOU: deal <eos> THEM: <selection>,150
2,0,2,1,1,8,2,1,2,2,1,4,8,agree,"YOU: how about you take the books , i take the rest <eos> THEM: not going to work , i need atlest one hat and the ball <eos> YOU: i need the ball and you can have the rest <eos> THEM: i'll take that deal <eos> YOU: <selection>",151
2,1,2,2,1,4,2,0,2,1,1,8,6,agree,"THEM: how about you take the books , i take the rest <eos> YOU: not going to work , i need atlest one hat and the ball <eos> THEM: i need the ball and you can have the rest <eos> YOU: i'll take that deal <eos> THEM: <selection>",152
1,7,1,3,4,0,1,3,1,3,4,1,7,disagree,YOU: i need the book and the hat you can have the rest <eos> THEM: i cannot give up the hat and the book <eos> YOU: then i need the book and 3 balls <eos> THEM: you can have the book and two balls <eos> YOU: deal <eos> THEM: <selection>,153
1,3,1,3,4,1,1,7,1,3,4,0,5,disagree,THEM: i need the book and the hat you can have the rest <eos> YOU: i cannot give up the hat and the book <eos> THEM: then i need the book and 3 balls <eos> YOU: you can have the book and two balls <eos> THEM: deal <eos> YOU: <selection>,154
2,1,2,3,1,2,2,4,2,0,1,2,8,disagree,THEM: give me your books and ill give you hats and ball <eos> YOU: deal . <eos> THEM: <selection>,155
2,4,2,0,1,2,2,1,2,3,1,2,10,disagree,YOU: give me your books and ill give you hats and ball <eos> THEM: deal . <eos> YOU: <selection>,156
1,10,2,0,4,0,1,2,2,2,4,1,10,agree,"YOU: book and two balls for me <eos> THEM: how about book and 1 ball , i get the rest <eos> YOU: ok deal <eos> THEM: <selection>",157
1,2,2,2,4,1,1,10,2,0,4,0,7,agree,"THEM: book and two balls for me <eos> YOU: how about book and 1 ball , i get the rest <eos> THEM: ok deal <eos> YOU: <selection>",158
2,0,1,1,3,3,2,2,1,0,3,2,7,agree,"YOU: can i get the balls and the hat ? <eos> THEM: my kid brother's birthday is tomorrow and i havent had time to shop . we will need to split the balls . i don ; t need the hat but i do love to read <eos> YOU: ok , how about i take the hat and two balls and you take the rest ? <eos> THEM: how about i get 2 balls and the books and you get the rest ? <eos> YOU: no . i actually need the balls more than the hat . i really should keep them all . <eos> THEM: alright i'm feeling nice tonight . i will take the books and 1 ball <eos> YOU: <selection>",159
2,2,1,0,3,2,2,0,1,1,3,3,6,agree,"THEM: can i get the balls and the hat ? <eos> YOU: my kid brother's birthday is tomorrow and i havent had time to shop . we will need to split the balls . i don ; t need the hat but i do love to read <eos> THEM: ok , how about i take the hat and two balls and you take the rest ? <eos> YOU: how about i get 2 balls and the books and you get the rest ? <eos> THEM: no . i actually need the balls more than the hat . i really should keep them all . <eos> YOU: alright i'm feeling nice tonight . i will take the books and 1 ball <eos> THEM: <selection>",160
2,2,3,1,1,3,2,2,3,1,1,3,NA,disagree,"THEM: ill take the ball and the books <eos> YOU: i can let you have the ball , but only if i get everything else . <eos> THEM: no you get 5 i get 1 no deal <eos> YOU: we can split 3 and 3 - - you take the hats , i get the books and ball . <eos> THEM: no deal you take the hats ill take the ball and books <eos> YOU: back to where we started . you can have a book and a hat , i'll take the rest . <eos> THEM: no so i get 2 you get 4 no deal <eos> YOU: the number of items hardly matters , only their values . <eos> THEM: i dont care i want the ball and book so if youre not giving me that no deal <eos> YOU: best i can do is give you the ball and one hat . <eos> THEM: best i can give you is nothing <eos> YOU: <selection>",161
1,5,4,1,1,1,1,4,4,0,1,6,6,agree,THEM: i want one of each . <eos> YOU: i want the book ant two hats <eos> THEM: will you take the book and one hat instead ? <eos> YOU: deal <eos> THEM: <selection>,162
1,4,4,0,1,6,1,5,4,1,1,1,6,agree,YOU: i want one of each . <eos> THEM: i want the book ant two hats <eos> YOU: will you take the book and one hat instead ? <eos> THEM: deal <eos> YOU: <selection>,163
4,1,1,0,1,6,4,1,1,4,1,2,7,agree,THEM: i'll take a ball book and a hat <eos> YOU: the ball is critical to me . would you allow me to take the ball and two books ? <eos> THEM: how anout the ball and one book <eos> YOU: i'd like 3 items as well <eos> THEM: anything below that and i'm sunk mathmatically <eos> YOU: ok . i'll take the ball and one book then <eos> THEM: <selection>,164
