id,group,reward,agreement,item1,item2,item3
898,449,6,agree,2,1,0
899,450,9,agree,3,0,3
900,450,7,agree,0,1,0
901,451,4,agree,0,2,2
902,451,6,agree,1,0,0
903,452,5,agree,1,0,1
904,452,6,agree,1,1,1
905,453,8,agree,0,0,1
906,453,7,agree,1,3,0
907,454,4,disagree,1,0,2
908,454,8,disagree,2,1,1
909,455,10,disagree,0,3,1
910,455,8,agree,0,1,2
911,456,5,agree,3,0,1
912,456,7,agree,3,0,2
913,457,8,agree,0,1,1
914,457,6,agree,0,1,2
915,458,5,agree,1,1,0
916,458,disconnect,agree,,NA,NA
917,459,10,agree,1,1,0
918,459,7,agree,1,0,3
919,460,no,agreement,agreement,NA,NA
920,460,no,agreement,agreement,NA,NA
921,461,no,agreement,agreement,NA,NA
922,461,no,agreement,agreement,NA,NA
923,462,9,agree,1,0,0
924,462,10,agree,0,1,3
925,463,9,agree,0,1,1
926,463,8,agree,2,1,0
927,464,no,agreement,agreement,NA,NA
928,464,no,agreement,agreement,NA,NA
929,465,no,agreement,agreement,NA,NA
930,465,no,agreement,agreement,NA,NA
931,466,10,agree,2,2,0
932,466,6,agree,0,0,3
933,467,no,agreement,agreement,NA,NA
934,467,no,agreement,agreement,NA,NA
935,468,7,agree,1,1,0
936,468,8,agree,1,0,2
937,469,10,agree,0,0,2
938,469,8,agree,2,3,0
939,470,8,agree,2,0,1
940,470,8,agree,0,3,1
941,471,7,agree,1,1,0
942,471,9,agree,0,0,3
943,472,4,agree,0,1,4
944,472,8,agree,1,0,0
945,473,8,agree,0,0,2
946,473,10,agree,2,1,0
947,474,10,agree,1,0,2
948,474,6,agree,0,3,0
949,475,8,disagree,0,1,1
950,475,no,agreement,agreement,NA,NA
951,476,no,agreement,agreement,NA,NA
952,476,no,agreement,agreement,NA,NA
953,477,no,agreement,agreement,NA,NA
954,477,8,agree,0,1,1
955,478,9,agree,2,1,0
956,478,8,agree,0,0,4
957,479,6,agree,1,1,0
958,479,6,agree,4,1,0
959,480,10,agree,0,0,2
960,480,no,agreement,agreement,NA,NA
961,481,no,agreement,agreement,NA,NA
962,481,4,agree,0,2,2
963,482,8,agree,1,0,0
964,482,9,agree,0,3,0
965,483,7,agree,3,0,1
966,483,6,agree,0,3,0
967,484,10,agree,1,0,1
968,484,8,agree,4,0,1
969,485,9,agree,0,1,0
970,485,8,agree,1,3,0
971,486,7,agree,0,1,2
972,486,no,agreement,agreement,NA,NA
973,487,7,disagree,2,1,0
974,487,10,disagree,3,1,1
975,488,8,agree,0,1,1
976,488,8,agree,2,2,0
977,489,6,agree,2,1,0
978,489,6,agree,2,0,1
979,490,8,agree,2,0,1
980,490,9,agree,0,1,1
981,491,8,agree,1,0,1
982,491,8,agree,0,2,1
983,492,9,agree,0,0,3
984,492,7,agree,1,1,0
985,493,5,agree,1,0,1
986,493,6,agree,1,1,1
987,494,7,agree,1,0,1
988,494,6,agree,0,1,2
989,495,6,agree,2,0,2
990,495,8,agree,0,1,1
991,496,no,agreement,agreement,NA,NA
992,496,no,agreement,agreement,NA,NA
993,497,10,agree,0,1,1
994,497,6,agree,3,0,0
995,498,6,agree,0,0,3
996,498,10,agree,1,1,0
997,499,6,agree,0,2,1
998,499,8,agree,2,0,2
999,500,7,agree,0,1,0
1000,500,6,agree,3,0,1
1001,501,6,agree,0,0,1
1002,501,4,agree,2,4,0
1003,502,no,agreement,agreement,NA,NA
1004,502,no,agreement,agreement,NA,NA
1005,503,no,agreement,agreement,NA,NA
1006,503,no,agreement,agreement,NA,NA
1007,504,9,agree,0,1,1
1008,504,7,agree,2,0,1
1009,505,no,agreement,agreement,NA,NA
1010,505,no,agreement,agreement,NA,NA
1011,506,3,disagree,0,1,0
1012,506,10,agree,0,2,0
1013,507,6,agree,1,0,2
1014,507,no,agreement,agreement,NA,NA
1015,508,no,agreement,agreement,NA,NA
1016,508,10,agree,0,0,2
1017,509,6,agree,3,1,0
1018,509,10,agree,2,0,3
1019,510,7,agree,0,1,0
1020,510,5,agree,1,0,1
1021,511,6,agree,0,1,2
1022,511,6,agree,1,2,0
1023,512,5,agree,1,0,2
1024,512,8,agree,3,0,1
1025,513,10,agree,0,2,0
1026,513,10,disagree,1,3,1
1027,514,6,agree,1,2,0
1028,514,7,agree,1,0,2
1029,515,9,agree,0,3,1
1030,515,1,agree,1,0,0
1031,516,10,agree,1,0,2
1032,516,6,agree,0,3,0
1033,517,8,agree,1,2,0
1034,517,7,agree,0,1,3
1035,518,8,agree,1,0,0
1036,518,5,agree,0,1,4
1037,519,no,agreement,agreement,NA,NA
1038,519,no,agreement,agreement,NA,NA
1039,520,10,agree,0,2,0
1040,520,8,agree,3,0,1
1041,521,8,agree,0,0,1
1042,521,6,agree,1,3,0
1043,522,8,disagree,1,1,0
1044,522,no,agreement,agreement,NA,NA
1045,523,10,agree,0,0,1
1046,523,8,agree,2,2,0
1047,524,10,disagree,2,1,2
1048,524,6,agree,1,0,2
1049,525,6,agree,0,2,1
1050,525,6,disagree,3,0,0
1051,526,4,disagree,0,0,1
1052,526,no,agreement,agreement,NA,NA
1053,527,no,agreement,agreement,NA,NA
1054,527,6,agree,1,0,1
1055,528,4,agree,0,4,0
1056,528,10,disagree,1,2,1
1057,529,9,disagree,3,0,0
1058,529,6,agree,2,1,0
1059,530,6,agree,0,1,2
1060,530,7,agree,0,1,2
1061,531,9,agree,3,0,0
1062,531,8,agree,0,0,4
1063,532,10,agree,2,1,0
1064,532,6,agree,3,0,2
1065,533,8,agree,0,1,0
1066,533,6,agree,2,1,1
1067,534,6,agree,0,0,2
1068,534,6,agree,0,2,1
1069,535,5,agree,1,1,0
1070,535,7,agree,0,1,3
1071,536,3,agree,3,0,0
1072,536,6,agree,1,1,0
1073,537,6,agree,2,0,1
1074,537,8,agree,0,4,0
1075,538,6,agree,1,0,1
1076,538,8,agree,0,1,1
1077,539,8,agree,2,0,2
1078,539,8,agree,0,0,4
1079,540,6,agree,2,1,0
1080,540,9,agree,0,0,1
1081,541,8,agree,1,3,0
1082,541,7,agree,3,1,0
1083,542,10,agree,0,1,1
1084,542,9,disagree,1,0,2
1085,543,10,disagree,1,3,0
1086,543,no,agreement,agreement,NA,NA
1087,544,8,disagree,2,0,1
1088,544,8,agree,0,1,1
1089,545,8,agree,2,1,0
1090,545,7,agree,0,1,1
1091,546,8,agree,2,1,0
1092,546,6,agree,1,0,4
1093,547,7,agree,1,1,0
1094,547,5,agree,1,3,0
1095,548,10,agree,0,0,1
1096,548,7,agree,0,3,1
1097,549,7,agree,1,0,1
1098,549,6,disagree,0,0,3
1099,550,8,disagree,0,1,0
1100,550,6,agree,2,1,0
1101,551,7,agree,0,1,1
1102,551,6,agree,2,0,1
1103,552,8,agree,0,2,1
1104,552,8,agree,1,1,1
1105,553,6,agree,1,0,3
1106,553,no,agreement,agreement,NA,NA
1107,554,no,agreement,agreement,NA,NA
1108,554,8,agree,1,1,1
1109,555,1,agree,2,1,0
1110,555,no,agreement,agreement,NA,NA
1111,556,no,agreement,agreement,NA,NA
1112,556,5,agree,1,0,1
1113,557,6,agree,0,1,2
1114,557,8,agree,2,1,0
1115,558,8,agree,1,0,1
1116,558,no,agreement,agreement,NA,NA
1117,559,6,disagree,1,0,2
1118,559,9,agree,0,0,1
1119,560,9,agree,4,1,0
1120,560,no,agreement,agreement,NA,NA
1121,561,no,agreement,agreement,NA,NA
1122,561,6,agree,0,1,1
1123,562,7,agree,4,1,0
1124,562,9,agree,0,0,3
1125,563,7,agree,2,1,0
1126,563,no,agreement,agreement,NA,NA
1127,564,no,agreement,agreement,NA,NA
1128,564,6,agree,1,0,2
1129,565,6,agree,1,2,0
1130,565,5,agree,1,0,2
1131,566,9,agree,1,2,0
1132,566,6,agree,0,0,1
1133,567,8,agree,3,2,0
1134,567,6,agree,0,0,2
1135,568,10,agree,2,2,0
1136,568,8,agree,1,0,2
1137,569,8,agree,0,2,0
1138,569,10,disagree,1,1,0
1139,570,6,disagree,1,0,4
1140,570,disconnect,agree,,NA,NA
1141,571,disconnect,agree,,NA,NA
1142,571,5,agree,1,0,0
1143,572,8,agree,1,1,4
1144,572,disconnect,agree,,NA,NA
1145,573,disconnect,agree,,NA,NA
1146,573,no,agreement,agreement,NA,NA
1147,574,no,agreement,agreement,NA,NA
1148,574,no,agreement,agreement,NA,NA
1149,575,no,agreement,agreement,NA,NA
1150,575,5,agree,0,1,1
1151,576,8,agree,2,1,0
1152,576,no,agreement,agreement,NA,NA
1153,577,no,agreement,agreement,NA,NA
1154,577,7,agree,1,0,0
1155,578,2,agree,0,2,3
1156,578,no,agreement,agreement,NA,NA
1157,579,no,agreement,agreement,NA,NA
1158,579,4,disagree,3,0,1
1159,580,7,disagree,1,1,0
1160,580,10,agree,1,0,1
1161,581,6,agree,0,3,0
1162,581,6,agree,1,0,3
1163,582,6,agree,0,1,0
1164,582,8,disagree,1,0,2
1165,583,8,agree,0,4,0
1166,583,10,agree,1,0,2
1167,584,9,agree,2,1,0
1168,584,9,agree,0,1,1
1169,585,5,disagree,2,1,0
1170,585,6,agree,3,0,0
1171,586,10,agree,0,1,1
1172,586,8,agree,0,2,0
1173,587,8,agree,2,0,1
1174,587,10,disagree,0,1,2
1175,588,8,agree,0,4,1
1176,588,8,agree,1,0,0
1177,589,6,agree,1,2,0
1178,589,6,agree,1,0,1
1179,590,6,agree,3,0,0
1180,590,10,agree,0,1,2
1181,591,10,agree,1,1,0
1182,591,6,agree,0,0,3
1183,592,6,agree,0,0,1
1184,592,6,agree,2,2,0
1185,593,6,agree,2,1,0
1186,593,8,agree,0,0,2
1187,594,6,agree,4,0,1
1188,594,10,agree,0,2,0
1189,595,8,agree,2,0,3
1190,595,10,agree,1,1,0
1191,596,9,disagree,1,0,2
1192,596,5,disagree,1,2,0
1193,597,7,agree,1,2,0
1194,597,10,agree,1,0,2
1195,598,6,agree,1,1,0
1196,598,2,agree,2,0,1
1197,599,6,agree,0,2,0
1198,599,8,agree,2,0,2
1199,600,10,agree,2,1,0
1200,600,6,agree,0,0,2
1201,601,no,agreement,agreement,NA,NA
1202,601,no,agreement,agreement,NA,NA
1203,602,no,agreement,agreement,NA,NA
1204,602,no,agreement,agreement,NA,NA
1205,603,9,agree,1,4,0
1206,603,10,agree,0,0,1
1207,604,10,agree,2,0,0
1208,604,8,agree,0,3,2
1209,605,5,agree,1,0,2
1210,605,6,agree,1,1,0
1211,606,7,agree,0,1,0
1212,606,7,agree,1,0,4
1213,607,6,agree,0,2,1
1214,607,8,agree,2,2,0
1215,608,5,agree,1,1,1
1216,608,5,agree,1,1,1
1217,609,no,agreement,agreement,NA,NA
1218,609,no,agreement,agreement,NA,NA
1219,610,10,agree,2,0,0
1220,610,8,agree,0,1,3
1221,611,no,agreement,agreement,NA,NA
1222,611,no,agreement,agreement,NA,NA
1223,612,8,agree,1,0,3
1224,612,10,agree,0,2,0
1225,613,7,agree,3,1,0
1226,613,10,agree,0,1,1
1227,614,7,agree,1,0,1
1228,614,5,agree,0,2,1
1229,615,7,agree,0,3,2
1230,615,8,agree,1,0,1
1231,616,7,agree,3,0,2
1232,616,5,agree,0,1,0
1233,617,6,agree,4,2,0
1234,617,8,agree,0,0,1
1235,618,10,agree,0,0,2
1236,618,6,agree,1,3,0
1237,619,10,agree,2,2,0
1238,619,6,agree,0,0,3
1239,620,10,disagree,1,1,3
1240,620,10,disagree,1,1,0
1241,621,6,agree,3,1,0
1242,621,6,agree,0,0,1
1243,622,7,agree,0,2,1
1244,622,8,agree,1,2,0
1245,623,7,agree,1,0,3
1246,623,10,agree,0,2,1
1247,624,8,agree,0,2,2
1248,624,6,agree,1,0,1
1249,625,10,agree,1,1,0
1250,625,6,agree,0,0,3
1251,626,8,agree,0,1,3
1252,626,10,agree,1,0,0
1253,627,7,agree,0,3,1
1254,627,9,agree,2,0,1
1255,628,10,agree,0,0,1
1256,628,9,agree,2,3,0
1257,629,10,disagree,1,2,4
1258,629,9,agree,0,0,3
1259,630,10,agree,3,1,0
1260,630,6,agree,0,2,1
1261,631,6,agree,2,0,1
1262,631,no,agreement,agreement,NA,NA
1263,632,no,agreement,agreement,NA,NA
1264,632,4,agree,1,0,1
1265,633,8,agree,2,1,0
1266,633,6,agree,2,0,2
1267,634,10,agree,0,2,0
1268,634,7,agree,0,1,2
1269,635,9,agree,1,2,0
1270,635,no,agreement,agreement,NA,NA
1271,636,no,agreement,agreement,NA,NA
1272,636,9,agree,0,3,2
1273,637,8,agree,1,0,0
1274,637,10,agree,0,2,0
1275,638,8,agree,2,0,3
1276,638,8,disagree,2,0,1
1277,639,7,disagree,2,1,0
1278,639,6,disagree,1,0,1
1279,640,no,agreement,agreement,NA,NA
1280,640,2,disagree,1,0,3
1281,641,no,agreement,agreement,NA,NA
1282,641,7,agree,3,1,0
1283,642,9,agree,0,1,2
1284,642,7,agree,2,1,0
1285,643,7,agree,0,1,2
1286,643,8,agree,2,0,1
1287,644,8,agree,0,3,1
1288,644,9,agree,0,1,0
1289,645,8,agree,1,0,3
1290,645,5,agree,0,1,2
1291,646,6,agree,1,0,2
1292,646,8,agree,0,0,2
1293,647,6,agree,2,1,0
1294,647,8,agree,1,0,2
1295,648,7,agree,0,1,1
1296,648,6,agree,3,0,0
1297,649,10,agree,0,3,1
1298,649,10,agree,1,2,0
1299,650,9,agree,0,0,3
1300,650,10,agree,2,1,0
1301,651,8,agree,0,0,2
1302,651,8,agree,0,0,1
1303,652,5,agree,4,1,0
1304,652,7,agree,0,1,1
1305,653,8,agree,2,0,1
1306,653,8,agree,1,0,1
1307,654,6,agree,1,4,0
1308,654,9,agree,3,0,0
1309,655,10,agree,0,1,3
1310,655,no,agreement,agreement,NA,NA
1311,656,no,agreement,agreement,NA,NA
1312,656,7,agree,0,3,1
1313,657,8,agree,1,0,0
1314,657,8,agree,0,2,4
1315,658,8,agree,1,0,0
1316,658,9,agree,0,3,0
1317,659,10,agree,1,0,3
1318,659,8,agree,0,4,0
1319,660,10,agree,1,0,1
1320,660,8,agree,0,0,1
1321,661,6,agree,2,4,0
1322,661,8,agree,0,1,0
1323,662,8,agree,1,0,3
1324,662,8,agree,4,1,0
1325,663,10,agree,0,0,1
1326,663,8,agree,2,0,0
1327,664,8,agree,0,2,1
1328,664,8,agree,1,2,0
1329,665,9,agree,0,2,1
1330,665,6,agree,0,0,2
1331,666,10,agree,1,1,1
1332,666,no,agreement,agreement,NA,NA
1333,667,no,agreement,agreement,NA,NA
1334,667,7,agree,1,0,0
1335,668,8,agree,0,2,3
1336,668,9,agree,0,2,3
1337,669,5,agree,1,0,1
1338,669,no,agreement,agreement,NA,NA
1339,670,no,agreement,agreement,NA,NA
1340,670,8,disagree,0,0,2
1341,671,6,disagree,2,1,0
1342,671,2,disagree,2,1,0
1343,672,6,agree,3,0,1
1344,672,6,agree,0,1,0
1345,673,6,agree,0,0,2
1346,673,6,agree,1,2,0
1347,674,6,agree,1,0,1
1348,674,10,agree,0,2,1
1349,675,8,agree,1,1,0
1350,675,6,agree,1,0,2
1351,676,5,agree,1,1,0
1352,676,7,agree,0,3,1
1353,677,9,agree,1,0,1
1354,677,9,agree,0,4,1
1355,678,5,agree,1,1,0
1356,678,7,agree,2,0,1
1357,679,10,agree,1,0,0
1358,679,7,agree,0,4,1
1359,680,7,agree,0,1,0
1360,680,7,agree,2,0,3
1361,681,7,agree,1,2,0
1362,681,8,agree,0,2,1
1363,682,6,agree,3,0,1
1364,682,8,agree,0,1,1
1365,683,8,agree,0,0,1
1366,683,10,agree,2,4,0
1367,684,6,agree,3,0,0
1368,684,10,agree,0,2,1
1369,685,6,agree,1,0,2
1370,685,5,agree,1,1,0
1371,686,disconnect,agree,,NA,NA
1372,686,disconnect,agree,,NA,NA
1373,687,5,agree,2,0,1
1374,687,5,agree,1,1,1
1375,688,7,agree,1,2,0
1376,688,7,agree,0,1,1
1377,689,7,agree,1,0,2
1378,689,5,agree,0,3,1
1379,690,7,agree,0,1,4
1380,690,8,agree,1,0,0
1381,691,8,agree,3,0,2
1382,691,6,agree,0,1,1
1383,692,7,disagree,1,3,0
1384,692,6,disagree,1,1,1
1385,693,4,agree,3,0,1
1386,693,7,agree,0,1,0
1387,694,no,agreement,agreement,NA,NA
1388,694,no,agreement,agreement,NA,NA
1389,695,no,agreement,agreement,NA,NA
1390,695,no,agreement,agreement,NA,NA
1391,696,no,agreement,agreement,NA,NA
1392,696,no,agreement,agreement,NA,NA
1393,697,8,agree,2,0,1
1394,697,10,agree,0,2,0
1395,698,6,agree,1,0,0
1396,698,6,agree,0,4,1
1397,699,no,agreement,agreement,NA,NA
1398,699,no,agreement,agreement,NA,NA
1399,700,no,agreement,agreement,NA,NA
1400,700,no,agreement,agreement,NA,NA
1401,701,8,agree,1,1,0
1402,701,4,agree,0,1,2
1403,702,4,agree,0,1,2
1404,702,8,agree,1,0,2
1405,703,6,agree,1,0,1
1406,703,6,agree,1,3,0
1407,704,6,disagree,0,1,1
1408,704,9,disagree,2,1,1
1409,705,10,agree,0,1,0
1410,705,9,agree,4,0,1
1411,706,no,agreement,agreement,NA,NA
1412,706,no,agreement,agreement,NA,NA
1413,707,4,agree,0,1,1
1414,707,7,agree,3,0,1
1415,708,8,agree,1,1,0
1416,708,5,agree,1,0,2
1417,709,10,agree,2,0,1
1418,709,6,agree,0,3,0
1419,710,10,disagree,2,1,2
1420,710,10,agree,0,2,0
1421,711,8,agree,3,0,1
1422,711,8,agree,2,3,0
1423,712,10,agree,0,0,1
1424,712,no,agreement,agreement,NA,NA
1425,713,no,agreement,agreement,NA,NA
1426,713,10,agree,0,2,0
1427,714,6,agree,1,0,4
1428,714,9,agree,3,0,0
1429,715,7,agree,0,1,1
1430,715,6,agree,0,3,0
1431,716,10,agree,1,0,2
1432,716,5,agree,1,2,0
1433,717,8,agree,1,1,1
1434,717,9,agree,0,1,1
1435,718,7,agree,4,0,1
1436,718,6,disagree,0,1,0
1437,719,8,agree,0,1,1
1438,719,6,agree,3,2,0
1439,720,10,disagree,2,1,2
1440,720,8,agree,2,1,0
1441,721,8,agree,0,0,2
1442,721,6,agree,1,1,0
1443,722,8,agree,0,2,2
1444,722,8,agree,2,0,3
1445,723,8,agree,0,1,0
1446,723,6,agree,3,1,0
1447,724,6,agree,0,0,2
1448,724,7,agree,1,0,1
1449,725,6,agree,0,2,1
1450,725,7,agree,0,1,0
1451,726,9,agree,4,0,1
1452,726,6,agree,0,0,1
1453,727,7,agree,2,3,0
1454,727,4,agree,1,0,1
1455,728,6,agree,0,2,2
1456,728,7,disagree,1,2,0
1457,729,7,disagree,1,2,0
1458,729,4,agree,0,1,1
1459,730,5,agree,1,1,2
1460,730,7,agree,1,3,0
1461,731,7,agree,0,0,1
1462,731,5,agree,0,2,1
1463,732,5,agree,1,1,1
1464,732,10,agree,0,2,2
1465,733,8,agree,1,0,0
1466,733,10,agree,1,1,0
1467,734,8,agree,0,2,3
1468,734,8,agree,0,2,2
1469,735,10,agree,1,0,0
1470,735,6,agree,2,0,0
1471,736,10,agree,0,1,2
1472,736,5,agree,1,1,1
1473,737,5,agree,2,1,0
1474,737,8,agree,1,0,0
1475,738,9,agree,0,1,3
1476,738,6,agree,1,1,0
1477,739,8,agree,0,0,4
1478,739,5,agree,1,0,4
1479,740,6,agree,0,1,0
1480,740,no,agreement,agreement,NA,NA
1481,741,no,agreement,agreement,NA,NA
1482,741,no,agreement,agreement,NA,NA
1483,742,no,agreement,agreement,NA,NA
1484,742,7,agree,1,1,0
1485,743,8,agree,1,0,2
1486,743,8,agree,0,2,1
1487,744,5,agree,2,1,0
1488,744,9,agree,2,1,0
1489,745,8,agree,2,0,1
1490,745,7,agree,1,3,0
1491,746,8,agree,0,0,1
1492,746,8,agree,0,1,2
1493,747,4,agree,1,0,1
1494,747,8,agree,4,0,0
1495,748,10,agree,0,2,1
1496,748,6,agree,2,0,1
1497,749,7,agree,0,1,2
1498,749,10,disagree,1,0,1
1499,750,no,agreement,agreement,NA,NA
1500,750,no,agreement,agreement,NA,NA
1501,751,9,agree,0,0,3
1502,751,10,agree,1,1,0
1503,752,7,agree,0,1,0
1504,752,7,agree,2,0,3
1505,753,no,agreement,agreement,NA,NA
1506,753,no,agreement,agreement,NA,NA
1507,754,6,agree,0,2,2
1508,754,8,agree,1,0,1
1509,755,10,agree,2,0,0
1510,755,8,agree,0,2,2
1511,756,9,agree,0,2,1
1512,756,9,agree,2,0,1
1513,757,7,agree,1,0,1
1514,757,9,agree,0,3,0
1515,758,8,agree,3,0,1
1516,758,6,agree,0,2,0
1517,759,10,agree,1,0,0
1518,759,7,agree,0,1,4
1519,760,6,agree,0,3,0
1520,760,4,agree,1,0,1
1521,761,no,agreement,agreement,NA,NA
1522,761,no,agreement,agreement,NA,NA
1523,762,8,agree,0,3,2
1524,762,8,agree,1,0,1
1525,763,8,agree,0,3,2
1526,763,7,agree,1,0,0
1527,764,10,agree,0,0,2
1528,764,8,agree,3,1,0
1529,765,10,disagree,1,1,3
1530,765,9,agree,0,2,1
1531,766,7,agree,2,0,1
1532,766,7,agree,1,1,0
1533,767,9,agree,2,0,1
1534,767,6,agree,1,0,2
1535,768,5,agree,2,1,0
1536,768,5,agree,1,0,1
1537,769,8,agree,0,1,2
1538,769,7,agree,0,2,1
1539,770,5,agree,1,1,0
1540,770,7,agree,2,1,0
1541,771,8,agree,0,1,1
1542,771,10,agree,0,1,0
1543,772,6,agree,3,0,3
1544,772,6,agree,3,0,0
1545,773,10,agree,0,1,1
1546,773,6,disagree,2,2,0
1547,774,no,agreement,agreement,NA,NA
1548,774,8,agree,1,2,1
1549,775,5,agree,0,0,1
1550,775,7,disagree,0,1,1
1551,776,3,disagree,0,1,1
1552,776,7,agree,1,0,1
1553,777,8,agree,1,3,0
1554,777,5,agree,1,0,1
1555,778,8,agree,0,1,3
1556,778,8,agree,0,2,0
1557,779,6,agree,3,0,2
1558,779,8,agree,3,0,1
1559,780,9,agree,1,1,0
1560,780,10,agree,1,3,0
1561,781,9,agree,0,0,3
1562,781,5,agree,0,1,1
1563,782,8,agree,1,2,0
1564,782,8,agree,2,0,1
1565,783,9,agree,1,3,0
1566,783,disconnect,disagree,,NA,NA
1567,784,no,agreement,agreement,NA,NA
1568,784,no,agreement,agreement,NA,NA
1569,785,7,disagree,1,2,0
1570,785,6,agree,1,1,1
1571,786,5,agree,1,1,0
1572,786,10,agree,0,1,2
1573,787,6,agree,3,0,0
1574,787,10,agree,0,1,1
1575,788,6,agree,3,0,0
1576,788,9,agree,0,2,1
1577,789,7,agree,2,0,1
1578,789,6,agree,1,1,0
1579,790,9,agree,0,2,1
1580,790,8,disagree,3,0,1
1581,791,10,agree,0,2,0
1582,791,6,agree,2,0,1
1583,792,3,agree,2,3,0
1584,792,8,agree,0,0,1
1585,793,10,agree,1,0,2
1586,793,8,agree,0,4,0
1587,794,8,agree,4,0,1
1588,794,8,agree,0,2,0
1589,795,6,agree,0,0,2
1590,795,6,agree,1,2,0
1591,796,no,agreement,agreement,NA,NA
1592,796,no,agreement,agreement,NA,NA
1593,797,10,agree,0,2,0
1594,797,8,agree,1,0,2
1595,798,10,agree,1,0,0
1596,798,8,agree,0,3,2
1597,799,10,agree,0,1,2
1598,799,6,agree,3,0,0
1599,800,10,agree,2,0,2
1600,800,8,agree,0,1,0
1601,801,10,agree,0,0,2
1602,801,8,agree,2,3,0
1603,802,8,agree,0,0,1
1604,802,9,agree,2,3,0
1605,803,10,agree,0,3,1
1606,803,9,agree,3,0,0
1607,804,6,agree,3,0,0
1608,804,7,agree,0,1,2
1609,805,6,disagree,0,0,1
1610,805,9,disagree,2,1,0
1611,806,7,agree,1,0,2
1612,806,8,agree,0,1,1
1613,807,no,agreement,agreement,NA,NA
1614,807,no,agreement,agreement,NA,NA
1615,808,7,agree,2,0,1
1616,808,8,agree,0,3,1
1617,809,6,agree,2,1,0
1618,809,7,agree,1,0,2
1619,810,10,agree,3,1,0
1620,810,8,agree,0,0,2
1621,811,8,agree,2,0,0
1622,811,6,agree,0,3,2
1623,812,10,disagree,2,1,3
1624,812,8,agree,0,0,1
1625,813,5,agree,2,3,0
1626,813,7,disagree,1,2,0
1627,814,no,agreement,agreement,NA,NA
1628,814,no,agreement,agreement,NA,NA
1629,815,8,agree,0,0,2
1630,815,6,agree,2,1,0
1631,816,6,agree,0,0,3
1632,816,7,agree,1,1,0
1633,817,10,agree,1,2,0
1634,817,6,agree,0,0,2
1635,818,no,agreement,agreement,NA,NA
1636,818,6,disagree,0,1,4
1637,819,7,agree,0,1,2
1638,819,6,agree,3,0,0
1639,820,10,agree,1,2,0
1640,820,8,agree,0,0,4
1641,821,no,agreement,agreement,NA,NA
1642,821,no,agreement,agreement,NA,NA
1643,822,10,agree,0,2,0
1644,822,6,agree,1,0,2
1645,823,7,agree,3,0,1
1646,823,10,agree,0,1,0
1647,824,6,agree,4,1,0
1648,824,8,agree,0,0,1
1649,825,7,agree,1,0,1
1650,825,7,agree,0,3,1
1651,826,8,agree,0,2,2
1652,826,6,agree,1,0,1
1653,827,6,disagree,1,1,0
1654,827,no,agreement,agreement,NA,NA
1655,828,8,agree,0,1,3
1656,828,8,agree,2,0,0
1657,829,7,agree,1,1,0
1658,829,9,agree,0,1,2
1659,830,6,agree,1,1,2
1660,830,5,agree,1,1,0
1661,831,8,agree,4,0,0
1662,831,10,agree,0,1,1
1663,832,8,agree,4,1,0
1664,832,6,agree,0,0,2
1665,833,9,agree,1,4,0
1666,833,10,agree,0,0,1
1667,834,10,agree,1,1,0
1668,834,4,agree,0,0,4
1669,835,6,agree,0,2,1
1670,835,4,agree,1,0,1
1671,836,9,agree,0,0,1
1672,836,9,agree,1,3,0
1673,837,7,agree,0,0,1
1674,837,7,agree,2,3,0
1675,838,5,agree,1,1,1
1676,838,5,agree,1,1,1
1677,839,8,agree,3,1,0
1678,839,8,agree,0,1,2
1679,840,6,agree,3,0,0
1680,840,10,agree,0,1,1
1681,841,8,agree,0,1,1
1682,841,6,agree,1,2,0
1683,842,8,disagree,0,0,1
1684,842,6,disagree,3,0,0
1685,843,9,agree,2,3,0
1686,843,8,agree,0,0,1
1687,844,6,agree,3,0,0
1688,844,10,agree,0,1,3
1689,845,9,disagree,3,0,0
1690,845,no,agreement,agreement,NA,NA
1691,846,no,agreement,agreement,NA,NA
1692,846,no,agreement,agreement,NA,NA
1693,847,7,agree,0,1,2
1694,847,6,agree,2,0,1
1695,848,9,agree,0,3,0
1696,848,10,agree,1,0,2
1697,849,2,disagree,1,0,0
1698,849,7,disagree,1,2,1
1699,850,8,agree,2,2,0
1700,850,8,agree,0,0,2
1701,851,10,agree,1,0,1
1702,851,8,agree,0,4,0
1703,852,8,agree,0,4,0
1704,852,10,agree,1,0,1
1705,853,10,disagree,3,1,1
1706,853,8,agree,0,2,0
1707,854,6,agree,2,0,1
1708,854,5,agree,2,1,0
1709,855,5,agree,2,0,1
1710,855,10,disagree,3,1,1
1711,856,10,disagree,2,2,1
1712,856,8,disagree,0,1,1
1713,857,10,agree,1,3,0
1714,857,8,agree,0,0,2
1715,858,10,agree,1,0,2
1716,858,8,agree,0,4,0
1717,859,10,disagree,2,2,2
1718,859,8,agree,0,4,0
1719,860,6,agree,1,0,1
1720,860,no,agreement,agreement,NA,NA
1721,861,no,agreement,agreement,NA,NA
1722,861,6,agree,1,1,0
1723,862,8,agree,1,0,3
1724,862,8,disagree,0,4,0
1725,863,no,agreement,agreement,NA,NA
1726,863,no,agreement,agreement,NA,NA
1727,864,7,disagree,1,2,0
1728,864,4,disagree,1,2,0
1729,865,10,agree,2,1,0
1730,865,7,agree,1,0,3
1731,866,8,agree,2,0,0
1732,866,8,agree,0,1,2
1733,867,5,agree,1,1,0
1734,867,6,agree,2,0,1
